Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"FER031"
189,"6487"
190,"5529"
191,"5321"
192,"5642"
193,"6487"
194,"7635"
195,"9288"
196,"10723"
197,"11825"
198,"12503"
199,"11824"
200,"11015"
201,"9914"
202,"8635"
203,"7668"
204,"6726"
205,"6228"
206,"6084"
207,"6020"
208,"6114"
209,"6513"
210,"6770"
211,"7545"
212,"8151"
213,"9767"
214,"12404"
215,"17049"
216,"26061"
217,"42274"
218,"68654"
219,"108085"
220,"155908"
221,"203194"
222,"238395"
223,"249603"
224,"233333"
225,"194030"
226,"144997"
227,"97545"
228,"59892"
229,"35159"
230,"20622"
231,"13968"
232,"11580"
233,"12885"
234,"18064"
235,"28391"
236,"46367"
237,"72617"
238,"106325"
239,"142135"
240,"171554"
241,"186956"
242,"187750"
243,"172199"
244,"145652"
245,"118584"
246,"91976"
247,"69573"
248,"52372"
249,"39207"
250,"30133"
251,"25613"
252,"25242"
253,"30138"
254,"37657"
255,"47741"
256,"56774"
257,"62226"
258,"62718"
259,"56784"
260,"47069"
261,"36166"
262,"26196"
263,"18090"
264,"12841"
265,"9861"
266,"8365"
267,"7875"
268,"7899"
269,"8848"
270,"10175"
271,"12645"
272,"16227"
273,"20761"
274,"25454"
275,"28711"
276,"30757"
277,"29511"
278,"26656"
279,"22523"
280,"17896"
281,"14079"
282,"11244"
283,"9944"
284,"10043"
285,"11112"
286,"13268"
287,"15001"
288,"16698"
289,"17391"
290,"17495"
291,"16262"
292,"14737"
293,"13049"
294,"11429"
295,"9983"
296,"9203"
297,"8829"
298,"8501"
299,"8185"
300,"7760"
301,"7577"
302,"7151"
303,"6698"
304,"6804"
305,"6441"
306,"6393"
307,"6457"
308,"6515"
309,"6635"
310,"6944"
311,"7213"
312,"7341"
313,"7763"
314,"8154"
315,"8681"
316,"9385"
317,"9837"
318,"10257"
319,"10800"
320,"10466"
321,"9998"
322,"9562"
323,"8612"
324,"8040"
325,"7473"
326,"6961"
327,"6959"
328,"6691"
329,"6694"
330,"6666"
331,"6646"
332,"6734"
333,"6563"
334,"6817"
335,"6948"
336,"6978"
337,"7530"
338,"8084"
339,"9035"
340,"10661"
341,"12822"
342,"15345"
343,"17937"
344,"20540"
345,"21869"
346,"21948"
347,"20794"
348,"18866"
349,"16163"
350,"13658"
351,"11463"
352,"10150"
353,"9231"
354,"8486"
355,"8434"
356,"8443"
357,"8856"
358,"9223"
359,"9770"
360,"10414"
361,"11029"
362,"11886"
363,"12699"
364,"13066"
365,"13477"
366,"14056"
367,"14810"
368,"15961"
369,"17033"
370,"18025"
371,"19392"
372,"19739"
373,"20017"
374,"18928"
375,"17588"
376,"15507"
377,"13746"
378,"12147"
379,"10854"
380,"10143"
381,"9598"
382,"9329"
383,"9079"
384,"8808"
385,"8292"
386,"8100"
387,"7779"
388,"7679"
389,"7667"
390,"7656"
391,"7901"
392,"8422"
393,"9453"
394,"11022"
395,"13464"
396,"16847"
397,"21127"
398,"26259"
399,"31445"
400,"35428"
401,"37636"
402,"37318"
403,"35366"
404,"31091"
405,"25939"
406,"21486"
407,"17378"
408,"14345"
409,"12603"
410,"11453"
411,"11064"
412,"10979"
413,"10770"
414,"10756"
415,"10663"
416,"10850"
417,"10871"
418,"11253"
419,"13000"
420,"16526"
421,"22911"
422,"35226"
423,"57311"
424,"92339"
425,"141843"
426,"208946"
427,"288300"
428,"369886"
429,"441350"
430,"489668"
431,"505191"
432,"480989"
433,"425132"
434,"348857"
435,"266732"
436,"188215"
437,"125515"
438,"80013"
439,"48699"
440,"30465"
441,"20478"
442,"15472"
443,"13568"
444,"12606"
445,"12078"
446,"11550"
447,"10794"
448,"9947"
449,"9046"
450,"8319"
451,"7772"
452,"7439"
453,"7238"
454,"7044"
455,"7010"
456,"7238"
457,"7119"
458,"7229"
459,"7243"
460,"7564"
461,"7462"
462,"7709"
463,"7709"
464,"8077"
465,"8549"
466,"8919"
467,"9749"
468,"11173"
469,"13519"
470,"17269"
471,"23172"
472,"30826"
473,"41219"
474,"52604"
475,"64508"
476,"74950"
477,"81480"
478,"83146"
479,"78532"
480,"70336"
481,"59129"
482,"46403"
483,"35158"
484,"25499"
485,"18401"
486,"13126"
487,"9778"
488,"7696"
489,"6733"
490,"6016"
491,"5801"
492,"5513"
493,"5492"
494,"5489"
495,"5495"
496,"5398"
497,"5536"
498,"5325"
499,"5416"
500,"5477"
501,"5569"
502,"5363"
503,"5361"
504,"5445"
505,"5366"
506,"5384"
507,"5236"
508,"5409"
509,"5364"
510,"5340"
511,"5317"
512,"5378"
513,"5388"
514,"5381"
515,"5356"
516,"5404"
517,"5260"
518,"5418"
519,"5375"
520,"5370"
521,"5325"
522,"5568"
523,"5448"
524,"5677"
525,"5495"
526,"5659"
527,"5607"
528,"5559"
529,"5570"
530,"5557"
531,"5309"
532,"5307"
533,"5483"
534,"5267"
535,"5331"
536,"5083"
537,"5221"
538,"5247"
539,"5325"
540,"5213"
541,"5070"
542,"4982"
543,"5098"
544,"5208"
545,"4989"
546,"5123"
547,"5070"
548,"5142"
549,"5095"
550,"5097"
551,"5171"
552,"5070"
553,"4976"
554,"4961"
555,"5116"
556,"4957"
557,"5060"
558,"5116"
559,"4935"
560,"4870"
561,"4970"
562,"4935"
563,"4914"
564,"4942"
565,"4996"
566,"5111"
567,"5045"
568,"5032"
569,"4910"
570,"4898"
571,"4908"
572,"4995"
573,"5155"
574,"4957"
575,"4825"
576,"4948"
577,"4922"
578,"4909"
579,"4989"
580,"4893"
581,"4864"
582,"4790"
583,"4841"
584,"4883"
585,"4820"
586,"4824"
587,"4862"
588,"4917"
589,"4828"
590,"4873"
591,"4919"
592,"5064"
593,"4968"
594,"5004"
595,"4951"
596,"5015"
597,"4978"
598,"4841"
599,"4742"
600,"4867"
601,"4656"
602,"4692"
603,"4630"
604,"4623"
605,"4626"
606,"4579"
607,"4671"
608,"4685"
609,"4560"
610,"4531"
611,"4634"
612,"4543"
613,"4476"
614,"4566"
615,"4699"
616,"4556"
617,"4614"
618,"4455"
619,"4497"
620,"4497"
621,"4455"
622,"4503"
623,"4616"
624,"4550"
625,"4571"
626,"4542"
627,"4706"
628,"4656"
629,"4651"
630,"4565"
631,"4693"
632,"4679"
633,"4509"
634,"4527"
635,"4488"
636,"4434"
637,"4365"
638,"4451"
639,"4286"
640,"4359"
641,"4316"
642,"4373"
643,"4259"
644,"4346"
645,"4200"
646,"4510"
647,"4326"
648,"4479"
649,"4413"
650,"4537"
651,"4550"
652,"4669"
653,"4710"
654,"4794"
655,"4608"
656,"4653"
657,"4524"
658,"4640"
659,"4418"
660,"4433"
661,"4167"
662,"4258"
663,"4233"
664,"4201"
665,"4189"
666,"4170"
667,"4300"
668,"4339"
669,"4408"
670,"4436"
671,"4362"
672,"4665"
673,"4394"
674,"4394"
675,"4318"
676,"4260"
677,"4335"
678,"4204"
679,"4153"
680,"4011"
681,"4168"
682,"4116"
683,"3991"
684,"4107"
685,"4090"
686,"4091"
687,"3986"
688,"4079"
689,"4096"
690,"3999"
691,"4079"
692,"4176"
693,"4376"
694,"4516"
695,"5077"
696,"5741"
697,"6603"
698,"8078"
699,"9809"
700,"12053"
701,"14082"
702,"16693"
703,"19183"
704,"20757"
705,"22185"
706,"22763"
707,"22173"
708,"20927"
709,"19224"
710,"16795"
711,"14216"
712,"11810"
713,"9801"
714,"7893"
715,"6487"
716,"5435"
717,"4810"
718,"4173"
719,"3992"
720,"3743"
721,"3657"
722,"3596"
723,"3569"
724,"3542"
725,"3439"
726,"3449"
727,"3561"
728,"3471"
729,"3422"
730,"3381"
731,"3460"
732,"3404"
733,"3310"
734,"3361"
735,"3391"
736,"3252"
737,"3375"
738,"3307"
739,"3328"
740,"3394"
741,"3274"
742,"3270"
743,"3221"
744,"3273"
745,"3361"
746,"3308"
747,"3229"
748,"3162"
749,"3167"
750,"3157"
751,"3198"
752,"3222"
753,"3265"
754,"3212"
755,"3126"
756,"3263"
757,"3115"
758,"3110"
759,"3115"
760,"3128"
761,"3086"
762,"3131"
763,"3171"
764,"3092"
765,"3097"
766,"3088"
767,"3129"
768,"3067"
769,"3116"
770,"3028"
771,"3009"
772,"2942"
773,"2983"
774,"2986"
775,"3077"
776,"3050"
777,"3151"
778,"2995"
779,"3152"
780,"3210"
781,"3331"
782,"3456"
783,"3693"
784,"3870"
785,"4236"
786,"4627"
787,"4929"
788,"5205"
789,"5559"
790,"5517"
791,"5550"
792,"5420"
793,"5310"
794,"4884"
795,"4504"
796,"4185"
797,"3937"
798,"3694"
799,"3455"
800,"3338"
801,"3276"
802,"3229"
803,"3112"
804,"3139"
805,"3089"
806,"3032"
807,"2947"
808,"2880"
809,"2843"
810,"2698"
811,"2736"
812,"2742"
813,"2601"
814,"2605"
815,"2693"
816,"2665"
817,"2571"
818,"2604"
819,"2595"
820,"2520"
821,"2648"
822,"2593"
823,"2609"
824,"2474"
825,"2602"
826,"2542"
827,"2529"
828,"2445"
829,"2538"
830,"2488"
831,"2529"
832,"2568"
833,"2589"
834,"2531"
835,"2480"
836,"2423"
837,"2599"
838,"2474"
839,"2473"
840,"2523"
841,"2530"
842,"2378"
843,"2416"
844,"2345"
845,"2424"
846,"2449"
847,"2392"
848,"2348"
849,"2380"
850,"2422"
851,"2331"
852,"2466"
853,"2448"
854,"2430"
855,"2593"
856,"2617"
857,"2614"
858,"2639"
859,"2765"
860,"2766"
861,"2750"
862,"2828"
863,"2808"
864,"2778"
865,"2706"
866,"2697"
867,"2571"
868,"2582"
869,"2542"
870,"2436"
871,"2379"
872,"2391"
873,"2344"
874,"2283"
875,"2266"
876,"2284"
877,"2232"
878,"2250"
879,"2268"
880,"2247"
881,"2210"
882,"2221"
883,"2189"
884,"2191"
885,"2264"
886,"2259"
887,"2256"
888,"2271"
889,"2260"
890,"2295"
891,"2309"
892,"2262"
893,"2211"
894,"2342"
895,"2301"
896,"2349"
897,"2277"
898,"2210"
899,"2302"
900,"2327"
901,"2323"
902,"2382"
903,"2270"
904,"2473"
905,"2510"
906,"2424"
907,"2570"
908,"2602"
909,"2550"
910,"2590"
911,"2555"
912,"2614"
913,"2641"
914,"2659"
915,"2628"
916,"2581"
917,"2590"
918,"2656"
919,"2747"
920,"2691"
921,"2812"
922,"2865"
923,"2992"
924,"2966"
925,"3155"
926,"3306"
927,"3418"
928,"3593"
929,"3650"
930,"3910"
931,"4060"
932,"4352"
933,"4482"
934,"4679"
935,"4875"
936,"5139"
937,"5419"
938,"5688"
939,"5949"
940,"6169"
941,"6263"
942,"6496"
943,"6877"
944,"6897"
945,"7065"
946,"7282"
947,"7300"
948,"7402"
949,"7412"
950,"7412"
951,"7340"
952,"7190"
953,"7140"
954,"6865"
955,"6753"
956,"6624"
957,"6286"
958,"6195"
959,"5889"
960,"5544"
961,"5289"
962,"5076"
963,"4685"
964,"4501"
965,"4274"
966,"3982"
967,"3855"
968,"3612"
969,"3359"
970,"3322"
971,"3065"
972,"2942"
973,"2759"
974,"2676"
975,"2653"
976,"2402"
977,"2405"
978,"2371"
979,"2239"
980,"2279"
981,"2124"
982,"2007"
983,"2070"
984,"2018"
985,"1904"
986,"1932"
987,"1854"
988,"1911"
989,"1938"
990,"1928"
991,"1925"
992,"1975"
993,"2169"
994,"2267"
995,"2391"
996,"2723"
997,"3008"
998,"3430"
999,"3792"
1000,"4072"
1001,"4559"
1002,"4788"
1003,"5364"
1004,"5567"
1005,"5870"
1006,"5980"
1007,"6165"
1008,"6109"
1009,"5904"
1010,"5691"
1011,"5272"
1012,"4923"
1013,"4350"
1014,"3766"
1015,"3333"
1016,"2938"
1017,"2545"
1018,"2173"
1019,"2005"
1020,"1748"
1021,"1607"
1022,"1527"
1023,"1448"
1024,"1405"
1025,"1332"
1026,"1399"
1027,"1380"
1028,"1381"
1029,"1366"
1030,"1418"
1031,"1384"
1032,"1398"
1033,"1327"
1034,"1368"
1035,"1411"
1036,"1382"
1037,"1410"
1038,"1519"
1039,"1475"
1040,"1571"
1041,"1616"
1042,"1651"
1043,"1754"
1044,"1836"
1045,"1868"
1046,"1978"
1047,"2014"
1048,"2107"
1049,"2284"
1050,"2303"
1051,"2433"
1052,"2495"
1053,"2594"
1054,"2684"
1055,"2654"
1056,"2565"
1057,"2559"
1058,"2665"
1059,"2569"
1060,"2576"
1061,"2456"
1062,"2410"
1063,"2248"
1064,"2127"
1065,"1985"
1066,"2016"
1067,"1980"
1068,"1972"
1069,"1863"
1070,"1788"
1071,"1712"
1072,"1694"
1073,"1648"
1074,"1605"
1075,"1529"
1076,"1555"
1077,"1512"
1078,"1512"
1079,"1433"
1080,"1440"
1081,"1420"
1082,"1324"
1083,"1383"
1084,"1312"
1085,"1334"
1086,"1281"
1087,"1196"
1088,"1243"
1089,"1243"
1090,"1211"
1091,"1135"
1092,"1188"
1093,"1112"
1094,"1101"
1095,"1083"
1096,"1072"
1097,"1086"
1098,"1067"
1099,"1064"
1100,"1051"
1101,"997"
1102,"1051"
1103,"1005"
1104,"998"
1105,"994"
1106,"1006"
1107,"948"
1108,"1043"
1109,"984"
1110,"975"
1111,"923"
1112,"918"
1113,"930"
1114,"935"
1115,"910"
1116,"930"
1117,"891"
1118,"885"
1119,"888"
1120,"880"
1121,"860"
1122,"884"
1123,"934"
1124,"900"
1125,"1096"
1126,"1041"
1127,"1158"
1128,"1100"
1129,"1229"
1130,"1239"
1131,"1378"
1132,"1409"
1133,"1472"
1134,"1454"
1135,"1405"
1136,"1314"
1137,"1327"
1138,"1317"
1139,"1247"
1140,"1123"
1141,"1101"
1142,"1016"
1143,"893"
1144,"869"
1145,"838"
1146,"827"
1147,"835"
1148,"828"
1149,"788"
1150,"774"
1151,"820"
1152,"816"
1153,"788"
1154,"842"
1155,"765"
1156,"814"
1157,"853"
1158,"785"
1159,"824"
1160,"781"
1161,"746"
1162,"736"
1163,"744"
1164,"725"
1165,"726"
1166,"749"
1167,"683"
1168,"750"
1169,"703"
1170,"764"
1171,"672"
1172,"667"
1173,"654"
1174,"670"
1175,"700"
1176,"652"
1177,"679"
1178,"689"
1179,"664"
1180,"782"
1181,"670"
1182,"689"
1183,"788"
1184,"770"
1185,"760"
1186,"755"
1187,"774"
1188,"734"
1189,"834"
1190,"777"
1191,"816"
1192,"739"
1193,"738"
1194,"714"
1195,"719"
1196,"701"
1197,"645"
1198,"694"
1199,"630"
1200,"630"
1201,"667"
1202,"597"
1203,"596"
1204,"568"
1205,"656"
1206,"637"
1207,"618"
1208,"643"
1209,"575"
1210,"632"
1211,"636"
1212,"602"
1213,"640"
1214,"566"
1215,"545"
1216,"616"
1217,"599"
1218,"602"
1219,"626"
1220,"589"
1221,"549"
1222,"586"
1223,"557"
1224,"527"
1225,"558"
1226,"583"
1227,"582"
1228,"567"
1229,"605"
1230,"566"
1231,"554"
1232,"534"
1233,"515"
1234,"563"
1235,"508"
1236,"533"
1237,"489"
1238,"515"
1239,"571"
1240,"536"
1241,"549"
1242,"584"
1243,"468"
1244,"533"
1245,"540"
1246,"493"
1247,"533"
1248,"567"
1249,"531"
1250,"537"
1251,"522"
1252,"510"
1253,"514"
1254,"548"
1255,"562"
1256,"507"
1257,"540"
1258,"508"
1259,"509"
1260,"539"
1261,"510"
1262,"505"
1263,"483"
1264,"452"
1265,"557"
1266,"491"
1267,"480"
1268,"469"
1269,"510"
1270,"505"
1271,"465"
1272,"491"
1273,"513"
1274,"492"
1275,"462"
1276,"490"
1277,"469"
1278,"478"
1279,"481"
1280,"443"
1281,"462"
1282,"463"
1283,"447"
1284,"395"
1285,"396"
1286,"429"
1287,"421"
1288,"415"
1289,"447"
1290,"460"
1291,"448"
1292,"412"
1293,"467"
1294,"381"
1295,"436"
1296,"406"
1297,"455"
1298,"421"
1299,"410"
1300,"423"
1301,"435"
1302,"381"
1303,"419"
1304,"420"
1305,"410"
1306,"412"
1307,"411"
1308,"364"
1309,"401"
1310,"422"
1311,"367"
1312,"405"
1313,"393"
1314,"386"
1315,"443"
1316,"402"
1317,"385"
1318,"404"
1319,"366"
1320,"374"
1321,"384"
1322,"402"
1323,"408"
1324,"378"
1325,"384"
1326,"368"
1327,"382"
1328,"353"
1329,"358"
1330,"391"
1331,"347"
1332,"357"
1333,"365"
1334,"357"
1335,"357"
1336,"354"
1337,"371"
1338,"376"
1339,"350"
1340,"354"
1341,"368"
1342,"359"
1343,"366"
1344,"384"
1345,"358"
1346,"358"
1347,"356"
1348,"365"
1349,"328"
1350,"360"
1351,"331"
1352,"380"
1353,"325"
1354,"357"
1355,"296"
1356,"306"
1357,"379"
1358,"310"
1359,"338"
1360,"350"
1361,"344"
1362,"332"
1363,"331"
1364,"346"
1365,"335"
1366,"337"
1367,"337"
1368,"326"
1369,"350"
1370,"320"
1371,"327"
1372,"329"
1373,"307"
1374,"359"
1375,"349"
1376,"304"
1377,"325"
1378,"312"
1379,"310"
1380,"368"
1381,"303"
1382,"310"
1383,"306"
1384,"300"
1385,"298"
1386,"302"
1387,"300"
1388,"304"
1389,"292"
1390,"340"
1391,"291"
1392,"292"
1393,"309"
1394,"292"
1395,"272"
1396,"294"
1397,"319"
1398,"301"
1399,"270"
1400,"272"
1401,"269"
1402,"288"
1403,"306"
1404,"276"
1405,"285"
1406,"291"
1407,"288"
1408,"286"
1409,"267"
1410,"302"
1411,"266"
1412,"283"
1413,"284"
1414,"297"
1415,"269"
1416,"261"
1417,"292"
1418,"301"
1419,"304"
1420,"268"
1421,"284"
1422,"309"
1423,"263"
1424,"264"
1425,"265"
1426,"270"
1427,"273"
1428,"250"
1429,"258"
1430,"279"
1431,"283"
1432,"268"
1433,"277"
1434,"242"
1435,"258"
1436,"273"
1437,"274"
1438,"250"
1439,"246"
1440,"261"
1441,"260"
1442,"278"
1443,"250"
1444,"244"
1445,"235"
1446,"234"
1447,"251"
1448,"260"
1449,"247"
1450,"227"
1451,"259"
1452,"244"
1453,"207"
1454,"220"
1455,"238"
1456,"231"
1457,"253"
1458,"226"
1459,"230"
1460,"200"
1461,"217"
1462,"225"
1463,"236"
1464,"208"
1465,"200"
1466,"256"
1467,"227"
1468,"233"
1469,"225"
1470,"253"
1471,"222"
1472,"209"
1473,"213"
1474,"206"
1475,"239"
1476,"209"
1477,"195"
1478,"228"
1479,"195"
1480,"223"
1481,"174"
1482,"196"
1483,"218"
1484,"221"
1485,"203"
1486,"174"
1487,"224"
1488,"211"
1489,"202"
1490,"216"
1491,"211"
1492,"191"
1493,"195"
1494,"199"
1495,"175"
1496,"213"
1497,"202"
1498,"189"
1499,"203"
1500,"186"
1501,"187"
1502,"188"
1503,"196"
1504,"210"
1505,"171"
1506,"187"
1507,"200"
1508,"172"
1509,"195"
1510,"171"
1511,"190"
1512,"194"
1513,"184"
1514,"166"
1515,"184"
1516,"171"
1517,"155"
1518,"182"
1519,"179"
1520,"182"
1521,"171"
1522,"168"
1523,"188"
1524,"188"
1525,"190"
1526,"191"
1527,"184"
1528,"173"
1529,"163"
1530,"169"
1531,"181"
1532,"172"
1533,"148"
1534,"164"
1535,"171"
1536,"173"
1537,"167"
1538,"147"
1539,"158"
1540,"147"
1541,"145"
1542,"164"
1543,"150"
1544,"157"
1545,"154"
1546,"150"
1547,"142"
1548,"138"
1549,"131"
1550,"151"
1551,"150"
1552,"154"
1553,"157"
1554,"150"
1555,"148"
1556,"152"
1557,"144"
1558,"136"
1559,"157"
1560,"142"
1561,"153"
1562,"153"
1563,"143"
1564,"132"
1565,"152"
1566,"153"
1567,"141"
1568,"151"
1569,"152"
1570,"165"
1571,"144"
1572,"165"
1573,"194"
1574,"172"
1575,"215"
1576,"242"
1577,"280"
1578,"291"
1579,"329"
1580,"410"
1581,"467"
1582,"498"
1583,"530"
1584,"656"
1585,"727"
1586,"715"
1587,"739"
1588,"782"
1589,"786"
1590,"754"
1591,"714"
1592,"680"
1593,"629"
1594,"663"
1595,"638"
1596,"625"
1597,"706"
1598,"768"
1599,"762"
1600,"834"
1601,"895"
1602,"938"
1603,"1031"
1604,"1077"
1605,"1189"
1606,"1234"
1607,"1226"
1608,"1236"
1609,"1184"
1610,"1064"
1611,"1022"
1612,"924"
1613,"772"
1614,"701"
1615,"574"
1616,"483"
1617,"419"
1618,"360"
1619,"300"
1620,"240"
1621,"205"
1622,"148"
1623,"150"
1624,"132"
1625,"130"
1626,"114"
1627,"121"
1628,"102"
1629,"94"
1630,"85"
1631,"109"
1632,"82"
1633,"88"
1634,"84"
1635,"95"
1636,"87"
1637,"85"
1638,"85"
1639,"80"
1640,"79"
1641,"76"
1642,"85"
1643,"87"
1644,"89"
1645,"76"
1646,"78"
1647,"83"
1648,"79"
1649,"75"
1650,"76"
1651,"81"
1652,"68"
1653,"86"
1654,"79"
1655,"69"
1656,"91"
1657,"66"
1658,"75"
1659,"66"
1660,"71"
1661,"74"
1662,"59"
1663,"84"
1664,"71"
1665,"65"
1666,"67"
1667,"80"
1668,"65"
1669,"72"
1670,"66"
1671,"66"
1672,"79"
1673,"64"
1674,"70"
1675,"70"
1676,"69"
1677,"56"
1678,"52"
1679,"52"
1680,"64"
1681,"58"
1682,"52"
1683,"68"
1684,"58"
1685,"52"
1686,"53"
1687,"60"
1688,"44"
1689,"35"
1690,"55"
1691,"57"
1692,"35"
1693,"65"
1694,"42"
1695,"60"
1696,"40"
1697,"34"
1698,"47"
1699,"41"
1700,"37"
1701,"51"
1702,"41"
1703,"50"
1704,"54"
1705,"52"
1706,"47"
1707,"44"
1708,"29"
1709,"39"
1710,"38"
1711,"46"
1712,"39"
1713,"44"
1714,"39"
1715,"45"
1716,"41"
1717,"36"
1718,"37"
1719,"41"
1720,"33"
1721,"36"
1722,"39"
1723,"39"
1724,"31"
1725,"36"
1726,"29"
1727,"41"
1728,"44"
1729,"37"
1730,"34"
1731,"34"
1732,"41"
1733,"27"
1734,"38"
1735,"26"
1736,"28"
1737,"26"
1738,"34"
1739,"34"
1740,"34"
1741,"26"
1742,"29"
1743,"30"
1744,"29"
1745,"20"
1746,"21"
1747,"24"
1748,"30"
1749,"28"
1750,"21"
1751,"30"
1752,"6"
1753,"26"
1754,"19"
1755,"30"
1756,"21"
1757,"23"
1758,"35"
1759,"24"
1760,"25"
1761,"24"
1762,"36"
1763,"15"
1764,"26"
1765,"17"
1766,"21"
1767,"17"
1768,"19"
1769,"22"
1770,"15"
1771,"19"
1772,"18"
1773,"21"
1774,"16"
1775,"13"
1776,"13"
1777,"12"
1778,"15"
1779,"20"
1780,"16"
1781,"10"
1782,"18"
1783,"15"
1784,"16"
1785,"14"
1786,"17"
1787,"13"
1788,"18"
1789,"13"
1790,"14"
1791,"19"
1792,"15"
1793,"15"
1794,"10"
1795,"11"
1796,"26"
1797,"25"
1798,"23"
1799,"34"
1800,"37"
1801,"40"
1802,"61"
1803,"68"
1804,"66"
1805,"93"
1806,"106"
1807,"118"
1808,"144"
1809,"141"
1810,"208"
1811,"191"
1812,"182"
1813,"205"
1814,"205"
1815,"212"
1816,"226"
1817,"198"
1818,"195"
1819,"195"
1820,"171"
1821,"147"
1822,"138"
1823,"113"
1824,"86"
1825,"68"
1826,"55"
1827,"50"
1828,"47"
1829,"36"
1830,"21"
1831,"20"
1832,"21"
1833,"15"
1834,"10"
1835,"16"
1836,"9"
1837,"15"
1838,"10"
1839,"11"
1840,"6"
1841,"4"
1842,"13"
1843,"7"
1844,"10"
1845,"12"
1846,"24"
1847,"23"
1848,"16"
1849,"26"
1850,"15"
1851,"28"
1852,"30"
1853,"43"
1854,"39"
1855,"48"
1856,"31"
1857,"47"
1858,"50"
1859,"52"
1860,"49"
1861,"38"
1862,"51"
1863,"51"
1864,"53"
1865,"38"
1866,"45"
1867,"42"
1868,"29"
1869,"28"
1870,"21"
1871,"14"
1872,"20"
1873,"13"
1874,"12"
1875,"8"
1876,"12"
1877,"8"
1878,"12"
1879,"6"
1880,"7"
1881,"10"
1882,"6"
1883,"3"
1884,"4"
1885,"6"
1886,"7"
1887,"2"
1888,"3"
1889,"5"
1890,"6"
1891,"5"
1892,"0"
1893,"1"
1894,"3"
1895,"7"
1896,"3"
1897,"2"
1898,"6"
1899,"7"
1900,"8"
1901,"3"
1902,"1"
1903,"3"
1904,"4"
1905,"3"
1906,"2"
1907,"8"
1908,"2"
1909,"1"
1910,"1"
1911,"7"
1912,"1"
1913,"0"
1914,"3"
1915,"1"
1916,"5"
1917,"3"
1918,"2"
1919,"2"
1920,"1"
1921,"3"
1922,"2"
1923,"1"
1924,"3"
1925,"8"
1926,"3"
1927,"3"
1928,"1"
1929,"4"
1930,"8"
1931,"2"
1932,"5"
1933,"5"
1934,"3"
1935,"4"
1936,"4"
1937,"3"
1938,"1"
1939,"2"
1940,"4"
1941,"5"
1942,"4"
1943,"2"
1944,"4"
1945,"1"
1946,"3"
1947,"2"
1948,"3"
1949,"0"
1950,"1"
1951,"2"
1952,"5"
1953,"1"
1954,"2"
1955,"2"
1956,"3"
1957,"3"
1958,"3"
1959,"4"
1960,"1"
1961,"0"
1962,"0"
1963,"4"
1964,"1"
1965,"3"
1966,"2"
1967,"3"
1968,"4"
1969,"2"
1970,"3"
1971,"1"
1972,"0"
